Sentence,Word,POS,TAG
3940,arcs,NOUN,O
3940,located,VERB,O
3941,where,SCONJ,O
3941,does,AUX,O
3941,the,DET,O
3941,rhine,NOUN,O
3941,begin,VERB,BR
3941,or,CCONJ,IR
3941,no,INTJ,IR
3941,i,PRON,IR
3941,mean,VERB,IR
3941,end,VERB,O
3942,when,SCONJ,O
3942,was,AUX,O
3942,the,DET,O
3942,muhammad,X,BR
3942,qutb,VERB,IR
3942,no,INTJ,IR
3942,the,DET,IR
3942,ottoman,PROPN,O
3942,caliphate,PROPN,O
3942,maintained,VERB,O
3943,what,PRON,O
3943,was,AUX,BR
3943,the,DET,IR
3943,defeat,NOUN,IR
3943,of,ADP,IR
3943,the,DET,IR
3943,arab,ADJ,IR
3943,troops,NOUN,IR
3943,i,PRON,IR
3943,mean,VERB,IR
3943,happened,VERB,O
3943,to,ADP,O
3943,the,DET,O
3943,credibility,NOUN,O
3943,of,ADP,O
3943,secular,ADJ,O
3943,politics,NOUN,O
3943,as,ADP,O
3943,a,DET,O
3943,result,NOUN,O
3943,of,ADP,O
3943,the,DET,O
3943,sixday,PROPN,O
3943,war,NOUN,O
3944,who,PRON,O
3944,is,AUX,BR
3944,eligible,ADJ,IR
3944,to,PART,IR
3944,toss,VERB,IR
3944,their,PRON,IR
3944,name,NOUN,IR
3944,in,ADP,IR
3944,the,DET,IR
3944,hat,NOUN,IR
3944,to,PART,IR
3944,be,AUX,IR
3944,first,ADJ,IR
3944,minister,NOUN,IR
3944,no,DET,IR
3944,scratch,NOUN,IR
3944,that,PRON,IR
3944,and,CCONJ,IR
3944,tell,VERB,IR
3944,me,PRON,IR
3944,who,PRON,IR
3944,makes,VERB,O
3944,formal,ADJ,O
3944,appointment,NOUN,O
3944,or,CCONJ,O
3944,dismissal,NOUN,O
3944,decisions,NOUN,O
3945,what,PRON,BR
3945,did,AUX,IR
3945,or,CCONJ,IR
3945,first,ADV,IR
3945,tell,VERB,IR
3945,me,PRON,IR
3945,who,PRON,O
3945,challenged,VERB,O
3945,the,DET,O
3945,plague,NOUN,O
3945,theory,NOUN,O
3945,first,ADV,O
3946,how,SCONJ,BR
3946,much,ADJ,IR
3946,er,INTJ,IR
3946,uh,INTJ,IR
3946,what,PRON,O
3946,was,AUX,O
3946,abnormal,ADJ,O
3946,british,ADJ,O
3946,defense,NOUN,O
3947,other,ADJ,O
3947,than,ADP,O
3947,uchicago,PROPN,O
3947,or,CCONJ,O
3947,simply,ADV,O
3947,chicago,PROPN,O
3947,what,PRON,O
3947,is,AUX,O
3947,another,DET,O
3947,term,NOUN,O
3947,for,ADP,O
3947,the,DET,O
3947,university,PROPN,O
3947,of,ADP,O
3947,harris,PROPN,BR
3947,wait,VERB,IR
3947,no,DET,IR
3947,graham,PROPN,O
3947,business,NOUN,O
3948,what,PRON,O
3948,antigen,NOUN,BR
3948,no,INTJ,IR
3948,what,PRON,IR
3948,evolved,VERB,O
3948,in,ADP,O
3948,modern,ADJ,O
3948,jawed,PROPN,O
3948,vertebrates,NOUN,O
3949,who,PRON,O
3949,was,AUX,O
3949,added,VERB,O
3949,to,ADP,O
3949,party,NOUN,O
3949,as,ADP,O
3949,dinwiddie,NOUN,BR
3949,oh,INTJ,IR
3949,gosh,INTJ,IR
3949,i,PRON,IR
3949,mean,VERB,IR
3949,washington,PROPN,O
3949,went,VERB,O
3949,on,ADP,O
3949,the,DET,O
3949,way,NOUN,O
3950,which,PRON,BR
3950,or,CCONJ,IR
3950,rather,ADV,IR
3950,what,PRON,O
3950,conjecture,NOUN,O
3950,holds,VERB,O
3950,that,SCONJ,O
3950,there,PRON,O
3950,are,VERB,O
3950,always,ADV,O
3950,a,DET,O
3950,minimum,NOUN,O
3950,of,ADP,O
3950,4,NUM,O
3950,primes,NOUN,O
3950,between,ADP,O
3950,the,DET,O
3950,squares,NOUN,O
3950,of,ADP,O
3950,consecutive,ADJ,O
3950,primes,NOUN,O
3950,greater,ADJ,O
3950,than,ADP,O
3950,2,NUM,O
3951,what,DET,BR
3951,factor,NOUN,IR
3951,determines,VERB,IR
3951,packet,NOUN,O
3951,switching,VERB,O
3951,no,DET,BR
3951,scratch,NOUN,IR
3951,that,PRON,IR
3951,and,CCONJ,IR
3951,tell,VERB,IR
3951,me,PRON,IR
3951,what,PRON,IR
3951,kind,NOUN,IR
3951,of,ADP,IR
3951,network,NOUN,IR
3951,uses,VERB,O
3951,it,PRON,BR
3952,what,PRON,BR
3952,is,AUX,IR
3952,the,PRON,IR
3952,or,CCONJ,IR
3952,rather,ADV,IR
3952,when,SCONJ,O
3952,is,AUX,O
3952,members,NOUN,BR
3952,debate,NOUN,IR
3952,held,VERB,IR
3953,what,PRON,O
3953,is,AUX,O
3953,the,DET,O
3953,average,ADJ,O
3953,construction,NOUN,O
3953,salary,NOUN,O
3953,in,ADP,O
3953,the,DET,O
3953,uk,PROPN,BR
3953,no,PRON,IR
3953,tell,VERB,IR
3953,me,PRON,IR
3953,about,ADP,IR
3953,the,DET,IR
3953,middle,PROPN,O
3953,east,PROPN,O
3954,lets,AUX,BR
3954,say,VERB,IR
3954,bell,PROPN,O
3954,northern,ADJ,O
3954,research,NOUN,O
3954,allowed,VERB,BR
3954,a,DET,IR
3954,host,NOUN,IR
3954,to,ADP,IR
3954,oops,NOUN,IR
3954,developed,VERB,O
3954,transpac,PROPN,O
3954,as,ADP,O
3954,a,DET,O
3954,joint,ADJ,O
3954,venture,NOUN,O
3954,between,ADP,O
3954,which,PRON,O
3954,two,NUM,O
3954,companies,NOUN,O
3955,who,PRON,O
3955,normally,ADV,O
3955,predicts,VERB,BR
3955,no,INTJ,IR
3955,um,INTJ,IR
3955,instructs,VERB,O
3955,members,NOUN,O
3955,how,SCONJ,O
3955,to,PART,O
3955,vote,VERB,O
3956,what,DET,BR
3956,date,NOUN,IR
3956,was,AUX,IR
3956,the,DET,IR
3956,universitys,ADJ,IR
3956,5th,ADJ,IR
3956,president,NOUN,IR
3956,granted,VERB,IR
3956,his,PRON,IR
3956,position,NOUN,IR
3957,the,DET,O
3957,lithosphere,NOUN,O
3957,moves,VERB,O
3957,over,ADP,O
3957,what,PRON,BR
3957,or,CCONJ,IR
3957,rather,ADV,IR
3957,which,PRON,O
3957,mantle,NOUN,O
3957,in,ADP,BR
3957,the,DET,IR
3957,theory,NOUN,IR
3957,of,ADP,IR
3957,plate,NOUN,IR
3957,tectonics,NOUN,IR
3958,how,SCONJ,BR
3958,did,AUX,IR
3958,tides,NOUN,IR
3958,and,CCONJ,IR
3958,currents,VERB,IR
3958,no,INTJ,IR
3958,no,INTJ,IR
3958,sorry,ADJ,IR
3958,when,SCONJ,O
3958,did,AUX,O
3958,they,PRON,BR
3958,reach,VERB,IR
3958,the,DET,IR
3958,highest,ADJ,IR
3958,sealevel,NOUN,IR
3958,rise,NOUN,IR
3959,was,AUX,BR
3959,the,PRON,IR
3959,er,INTJ,IR
3959,in,ADP,O
3959,what,DET,O
3959,year,NOUN,O
3959,was,AUX,O
3959,cambridge,PROPN,O
3959,founded,VERB,O
3960,what,PRON,BR
3960,other,ADJ,IR
3960,reason,NOUN,IR
3960,no,INTJ,IR
3960,where,SCONJ,O
3960,was,AUX,O
3960,montcalm,ADJ,O
3960,focusing,VERB,O
3960,the,DET,O
3960,offense,NOUN,O
3960,for,ADP,O
3960,new,ADJ,O
3960,france,PROPN,O
3961,who,PRON,O
3961,is,AUX,O
3961,responsible,ADJ,O
3961,for,ADP,O
3961,running,VERB,O
3961,the,DET,O
3961,ipcc,NOUN,BR
3961,oh,INTJ,IR
3961,not,PART,IR
3961,that,PRON,IR
3961,running,VERB,IR
3961,the,DET,IR
3961,national,ADJ,O
3961,greenhouse,NOUN,O
3961,gas,NOUN,O
3961,inventories,NOUN,O
3961,programme,NOUN,O
3962,when,SCONJ,O
3962,rock,NOUN,O
3962,folds,VERB,O
3962,deep,ADV,O
3962,in,ADP,O
3962,the,DET,O
3962,earth,NOUN,O
3962,it,PRON,O
3962,can,AUX,O
3962,fold,VERB,O
3962,one,NUM,O
3962,of,ADP,O
3962,two,NUM,O
3962,ways,NOUN,O
3962,where,SCONJ,BR
3962,it,PRON,IR
3962,buckles,VERB,IR
3962,no,INTJ,IR
3962,actually,ADV,IR
3962,make,VERB,IR
3962,that,SCONJ,IR
3962,when,SCONJ,O
3962,it,PRON,O
3962,buckles,VERB,O
3962,downwards,ADV,O
3962,it,PRON,O
3962,creates,VERB,O
3962,what,PRON,O
3963,what,DET,O
3963,meetings,NOUN,O
3963,are,AUX,O
3963,open,ADJ,BR
3963,umm,INTJ,IR
3963,i,PRON,IR
3963,mean,VERB,IR
3963,closed,ADJ,O
3963,to,ADP,O
3963,the,DET,O
3963,public,NOUN,O
3964,what,PRON,BR
3964,is,AUX,IR
3964,the,DET,IR
3964,difference,NOUN,IR
3964,between,ADP,IR
3964,i,PRON,IR
3964,mean,VERB,IR
3964,what,PRON,IR
3964,is,AUX,IR
3964,more,ADV,IR
3964,sophisticated,ADJ,IR
3964,between,ADP,IR
3964,numerical,ADJ,IR
3964,models,NOUN,IR
3964,and,CCONJ,IR
3964,an,DET,IR
3964,analog,NOUN,IR
3964,model,NOUN,IR
3964,or,CCONJ,IR
3964,orogenic,ADJ,IR
3964,wedges,NOUN,IR
3965,how,SCONJ,O
3965,much,ADJ,O
3965,evolutionary,ADJ,BR
3965,strategy,NOUN,IR
3965,no,INTJ,IR
3965,the,DET,IR
3965,larger,ADJ,O
3965,would,AUX,O
3965,cicada,PROPN,O
3965,populations,NOUN,O
3965,be,AUX,O
3965,if,SCONJ,O
3965,predator,NOUN,O
3965,outbreaks,NOUN,O
3965,occurred,VERB,O
3965,at,ADP,O
3965,14,NUM,O
3965,and,CCONJ,O
3965,15,NUM,O
3965,year,NOUN,O
3965,intervals,NOUN,O
3966,how,SCONJ,O
3966,far,ADV,O
3966,from,ADP,O
3966,czerniaku00f3w,VERB,BR
3966,lake,NOUN,IR
3966,or,CCONJ,IR
3966,uh,INTJ,IR
3966,better,ADJ,IR
3966,warsaw,PROPN,O
3966,does,AUX,O
3966,the,DET,O
3966,vistula,PROPN,O
3966,rivers,NOUN,O
3966,environment,NOUN,O
3966,change,NOUN,O
3966,noticeably,ADV,O
3967,what,PRON,O
3967,countries,VERB,BR
3967,no,INTJ,IR
3967,rather,ADV,IR
3967,what,PRON,IR
3967,fields,NOUN,O
3967,have,AUX,O
3967,increased,VERB,O
3967,in,ADP,O
3967,influence,NOUN,O
3967,on,ADP,O
3967,pharmacy,NOUN,O
3967,in,ADP,O
3967,the,DET,O
3967,united,PROPN,O
3967,states,PROPN,O
3968,what,PRON,O
3968,jewish,ADJ,O
3968,practice,NOUN,O
3968,did,VERB,O
3968,the,DET,O
3968,feng,PROPN,BR
3968,sheng,PROPN,IR
3968,no,INTJ,IR
3968,no,INTJ,IR
3968,the,DET,IR
3968,yuan,NOUN,O
3968,keep,VERB,O
3969,which,PRON,BR
3969,or,CCONJ,IR
3969,no,DET,IR
3969,make,NOUN,IR
3969,that,SCONJ,IR
3969,what,DET,O
3969,scientific,ADJ,O
3969,journal,NOUN,O
3969,in,ADP,O
3969,france,PROPN,O
3969,published,VERB,O
3969,a,DET,O
3969,prior,ADJ,O
3969,analysis,NOUN,O
3969,of,ADP,O
3969,the,DET,O
3969,black,ADJ,O
3969,death,NOUN,O
3970,how,SCONJ,O
3970,much,ADV,BR
3970,i,PRON,IR
3970,am,AUX,IR
3970,sorry,ADJ,IR
3970,i,PRON,IR
3970,meant,VERB,IR
3970,how,SCONJ,IR
3970,many,ADJ,O
3970,contributing,VERB,O
3970,authors,NOUN,O
3970,does,VERB,O
3970,an,DET,O
3970,ipcc,NOUN,O
3970,report,NOUN,O
3970,chapter,NOUN,O
3970,have,VERB,O
3971,when,SCONJ,BR
3971,did,VERB,IR
3971,no,ADV,IR
3971,how,SCONJ,O
3971,many,ADJ,O
3971,days,NOUN,O
3971,did,VERB,O
3971,the,DET,O
3971,warsaw,PROPN,O
3971,uprising,NOUN,O
3971,last,ADJ,O
3972,when,SCONJ,O
3972,did,AUX,O
3972,british,ADJ,O
3972,government,NOUN,O
3972,offer,VERB,BR
3972,land,NOUN,IR
3972,to,PART,IR
3972,develop,VERB,IR
3972,ohio,PROPN,IR
3972,country,PROPN,IR
3972,no,DET,IR
3972,wait,VERB,IR
3972,when,SCONJ,IR
3972,did,AUX,IR
3972,they,PRON,IR
3972,take,VERB,O
3972,the,DET,BR
3972,land,NOUN,O
3972,for,ADP,O
3972,this,DET,BR
3972,development,NOUN,O
3973,how,SCONJ,O
3973,many,ADJ,O
3973,days,NOUN,O
3973,does,VERB,O
3973,the,DET,O
3973,presiding,VERB,BR
3973,officer,NOUN,IR
3973,or,CCONJ,IR
3973,i,PRON,IR
3973,guess,VERB,IR
3973,parliament,NOUN,O
3973,have,VERB,O
3973,to,PART,O
3973,nominate,VERB,O
3973,a,DET,O
3973,first,ADJ,O
3973,minister,NOUN,O
3973,after,ADP,O
3973,a,DET,O
3973,general,ADJ,O
3973,election,NOUN,O
3974,who,PRON,O
3974,do,AUX,O
3974,the,DET,O
3974,lead,NOUN,O
3974,authors,NOUN,O
3974,prepare,VERB,O
3974,writing,VERB,BR
3974,er,INTJ,IR
3974,uh,INTJ,IR
3974,graphs,NOUN,O
3974,and,CCONJ,O
3974,data,NOUN,O
3974,for,ADP,O
3975,what,DET,BR
3975,amendment,NOUN,IR
3975,to,ADP,IR
3975,the,DET,IR
3975,united,PROPN,IR
3975,states,PROPN,IR
3975,constitution,VERB,IR
3975,no,DET,IR
3975,scratch,NOUN,IR
3975,that,SCONJ,IR
3975,how,SCONJ,O
3975,is,AUX,O
3975,course,NOUN,O
3975,content,NOUN,O
3975,provided,VERB,O
3975,to,ADP,O
3975,a,DET,O
3975,private,ADJ,O
3975,school,NOUN,O
3976,when,SCONJ,BR
3976,did,VERB,IR
3976,no,PRON,IR
3976,who,PRON,O
3976,announced,VERB,O
3976,she,PRON,O
3976,would,AUX,O
3976,step,VERB,O
3976,down,ADP,O
3976,as,ADP,O
3976,leader,NOUN,O
3976,of,ADP,O
3976,the,DET,O
3976,conservatives,NOUN,O
3977,who,PRON,O
3977,are,AUX,O
3977,best,ADV,O
3977,known,VERB,O
3977,for,ADP,O
3977,uncovering,VERB,O
3977,the,DET,O
3977,fossil,NOUN,O
3977,of,ADP,O
3977,john,PROPN,O
3977,b,PROPN,O
3977,watson,PROPN,O
3978,which,DET,O
3978,theory,NOUN,O
3978,states,VERB,O
3978,that,SCONJ,O
3978,charles,PROPN,BR
3978,darwin,PROPN,IR
3978,no,DET,IR
3978,earths,NOUN,O
3978,features,NOUN,O
3978,remained,VERB,O
3978,unchanged,ADJ,O
3978,after,ADP,O
3978,forming,VERB,O
3978,in,ADP,O
3978,one,NUM,O
3978,single,ADJ,O
3978,catastrophic,ADJ,O
3978,event,NOUN,O
3979,the,DET,O
3979,university,NOUN,BR
3979,um,INTJ,IR
3979,id,PROPN,IR
3979,rather,PROPN,IR
3979,ask,ADV,IR
3979,are,VERB,IR
3979,the,AUX,IR
3979,maroons,DET,O
3979,apart,NOUN,BR
3979,of,ADV,IR
3979,what,ADP,IR
3979,association,PRON,IR
3980,which,PRON,O
3980,is,AUX,O
3980,the,DET,O
3980,largest,ADJ,O
3980,university,NOUN,O
3980,press,NOUN,O
3980,in,ADP,O
3980,chicago,PROPN,BR
3980,umm,PROPN,IR
3980,rather,ADV,IR
3980,the,DET,O
3980,south,ADJ,O
3980,side,NOUN,O
3981,who,PRON,BR
3981,may,AUX,IR
3981,introduce,VERB,IR
3981,bills,NOUN,IR
3981,rather,ADV,IR
3981,how,SCONJ,O
3981,do,AUX,O
3981,they,PRON,BR
3981,pass,VERB,IR
3981,through,ADP,IR
3981,parliament,NOUN,IR
3982,who,PRON,O
3982,is,AUX,O
3982,the,DET,O
3982,um,INTJ,BR
3982,vice,NOUN,IR
3982,no,INTJ,IR
3982,the,DET,IR
3982,chair,NOUN,O
3982,of,ADP,O
3982,the,DET,O
3982,ipcc,NOUN,O
3983,what,PRON,BR
3983,sorry,ADJ,IR
3983,who,PRON,O
3983,is,AUX,O
3983,usually,ADV,O
3983,hired,VERB,O
3983,for,ADP,O
3983,a,DET,O
3983,designbidbuild,PROPN,O
3983,contract,NOUN,O
3984,in,ADP,BR
3984,what,DET,IR
3984,country,NOUN,IR
3984,did,AUX,IR
3984,the,DET,IR
3984,french,PROPN,IR
3984,send,VERB,IR
3984,a,DET,IR
3984,large,ADJ,IR
3984,number,NOUN,IR
3984,of,ADP,IR
3984,settlers,NOUN,IR
3985,what,PRON,O
3985,do,AUX,O
3985,bottomdwelling,VERB,O
3985,cydippids,NOUN,BR
3985,usually,ADV,IR
3985,lack,VERB,IR
3985,like,ADP,IR
3985,the,DET,IR
3985,adults,NOUN,IR
3985,no,INTJ,IR
3985,i,PRON,IR
3985,meant,VERB,IR
3985,bottomdwelling,PROPN,IR
3985,platyctenids,PROPN,O
3986,when,SCONJ,BR
3986,did,AUX,IR
3986,uh,INTJ,IR
3986,what,PRON,O
3986,has,AUX,O
3986,the,DET,O
3986,united,PROPN,O
3986,nations,PROPN,O
3986,designed,VERB,O
3986,isil,NOUN,O
3987,besides,SCONJ,O
3987,the,DET,O
3987,north,PROPN,O
3987,sea,NOUN,O
3987,and,CCONJ,O
3987,the,DET,O
3987,irish,ADJ,O
3987,channel,NOUN,O
3987,which,DET,BR
3987,direction,NOUN,IR
3987,did,AUX,IR
3987,the,DET,IR
3987,rhine,NOUN,IR
3987,flow,VERB,IR
3987,during,ADP,IR
3987,the,DET,IR
3987,last,ADJ,IR
3987,cold,ADJ,IR
3987,phase,NOUN,IR
3987,no,INTJ,IR
3987,what,PRON,O
3987,else,ADV,O
3987,was,AUX,O
3987,lowered,VERB,O
3987,in,ADP,O
3987,the,DET,O
3987,last,ADJ,O
3987,cold,ADJ,O
3987,phase,NOUN,O
3988,what,PRON,O
3988,were,AUX,BR
3988,no,PRON,IR
3988,what,PRON,IR
3988,else,ADV,O
3988,were,AUX,O
3988,families,NOUN,O
3988,with,ADP,O
3988,incomes,NOUN,O
3988,below,ADP,O
3988,38000,NUM,O
3988,not,PART,O
3988,required,VERB,O
3988,to,PART,O
3988,pay,VERB,O
3988,for,ADP,O
3988,in,ADP,O
3988,2009,NUM,O
3989,what,PRON,O
3989,is,AUX,O
3989,the,DET,O
3989,integral,ADJ,BR
3989,part,NOUN,IR
3989,no,INTJ,IR
3989,the,DET,IR
3989,origin,NOUN,O
3989,of,ADP,O
3989,clinical,ADJ,O
3989,pharmacy,NOUN,O
3990,when,SCONJ,BR
3990,was,AUX,IR
3990,er,INTJ,IR
3990,what,PRON,O
3990,was,AUX,O
3990,the,DET,O
3990,experiment,NOUN,O
3990,that,PRON,O
3990,tested,VERB,O
3990,early,ADJ,O
3990,life,NOUN,O
3990,on,ADP,O
3990,mars,PROPN,O
3990,called,VERB,O
3991,what,DET,O
3991,denomination,NOUN,O
3991,was,AUX,O
3991,the,DET,O
3991,congregations,NOUN,BR
3991,no,INTJ,IR
3991,the,DET,IR
3991,hollis,PROPN,O
3991,professor,PROPN,O
3991,of,ADP,O
3991,divinity,NOUN,O
3991,connected,VERB,O
3991,to,ADP,O
3992,at,ADP,O
3992,what,DET,O
3992,age,NOUN,O
3992,do,AUX,O
3992,immune,ADJ,O
3992,responses,NOUN,O
3992,typically,ADV,O
3992,begin,VERB,O
3992,to,PART,O
3992,occuru007f,VERB,BR
3992,or,CCONJ,IR
3992,wait,VERB,IR
3992,decline,NOUN,O
3993,when,SCONJ,BR
3993,was,AUX,IR
3993,it,PRON,IR
3993,or,CCONJ,IR
3993,actually,ADV,IR
3993,why,SCONJ,O
3993,was,AUX,O
3993,it,PRON,O
3993,thought,VERB,O
3993,that,SCONJ,O
3993,ctenophores,NOUN,O
3993,were,AUX,O
3993,a,DET,O
3993,poor,ADJ,O
3993,diet,NOUN,O
3993,for,ADP,O
3993,other,ADJ,O
3993,animals,NOUN,O
3994,fossils,NOUN,O
3994,found,VERB,O
3994,that,PRON,O
3994,were,AUX,O
3994,believed,VERB,O
3994,to,PART,O
3994,be,AUX,O
3994,monophyletic,ADJ,BR
3994,were,AUX,IR
3994,how,SCONJ,IR
3994,old,ADJ,IR
3994,uh,INTJ,IR
3994,no,DET,IR
3994,ctenophores,NOUN,O
3995,what,DET,O
3995,kind,NOUN,BR
3995,of,ADP,IR
3995,disorders,NOUN,IR
3995,um,INTJ,IR
3995,cell,NOUN,O
3995,never,ADV,O
3995,reacts,VERB,O
3995,with,ADP,O
3995,self,NOUN,O
3995,peptides,NOUN,O
3996,how,SCONJ,O
3996,many,ADJ,O
3996,undergraduate,NOUN,BR
3996,no,DET,IR
3996,graduate,NOUN,O
3996,students,NOUN,O
3996,does,AUX,O
3996,harvard,PROPN,O
3996,have,VERB,O
3997,what,DET,O
3997,types,NOUN,BR
3997,of,ADP,IR
3997,hourses,PROPN,IR
3997,are,AUX,IR
3997,designed,VERB,IR
3997,by,ADP,IR
3997,is,AUX,IR
3997,fresno,PROPN,IR
3997,known,VERB,IR
3997,for,ADP,IR
3998,which,PRON,O
3998,coastal,ADJ,BR
3998,species,NOUN,IR
3998,have,AUX,IR
3998,been,AUX,IR
3998,studied,VERB,IR
3998,the,DET,IR
3998,most,ADJ,IR
3998,or,CCONJ,IR
3998,rather,ADV,IR
3998,which,PRON,IR
3998,ctenophora,NOUN,O
3998,have,AUX,O
3998,been,AUX,O
3998,studies,NOUN,O
3998,the,DET,O
3998,most,ADV,O
3999,what,PRON,O
3999,guide,NOUN,O
3999,states,VERB,O
3999,harvard,PROPN,BR
3999,is,AUX,IR
3999,known,VERB,IR
3999,for,ADP,IR
3999,their,PRON,IR
3999,heavy,ADJ,IR
3999,workload,NOUN,IR
3999,and,CCONJ,IR
3999,academic,ADJ,IR
3999,difficulty,NOUN,IR
3999,actually,ADV,IR
3999,its,PRON,IR
3999,the,DET,O
3999,university,PROPN,BR
3999,of,ADP,IR
3999,chicago,PROPN,IR
4000,what,PRON,O
4000,has,AUX,O
4000,technological,ADJ,O
4000,innovation,NOUN,O
4000,and,CCONJ,O
4000,automation,NOUN,O
4000,replaced,VERB,O
4000,higher,ADJ,BR
4000,skilled,ADJ,IR
4000,workers,NOUN,IR
4000,with,ADP,IR
4000,no,DET,IR
4000,sorry,ADJ,IR
4000,what,PRON,IR
4000,has,AUX,IR
4000,replaced,VERB,IR
4000,lowskilled,ADJ,O
4000,jobs,NOUN,O
4001,value,NOUN,BR
4002,what,PRON,BR
4002,did,AUX,IR
4002,tymnet,PROPN,O
4002,connect,VERB,BR
4002,no,INTJ,IR
4002,no,INTJ,IR
4002,what,PRON,IR
4002,did,AUX,IR
4002,tymnet,ADJ,IR
4002,work,NOUN,IR
4002,with,ADP,IR
4002,rather,ADV,IR
4003,what,PRON,BR
4003,is,AUX,IR
4003,the,DET,IR
4003,population,NOUN,IR
4003,of,ADP,IR
4003,greater,ADJ,IR
4003,no,INTJ,IR
4003,no,INTJ,IR
4003,how,SCONJ,O
4003,many,ADJ,O
4003,muslims,NOUN,O
4003,live,VERB,BR
4003,in,ADP,IR
4003,greater,ADJ,IR
4003,london,PROPN,IR
4004,who,PRON,BR
4004,or,CCONJ,IR
4004,no,DET,IR
4004,make,VERB,IR
4004,that,SCONJ,IR
4004,what,PRON,O
4004,removed,VERB,O
4004,a,DET,O
4004,hierarchical,ADJ,O
4004,structure,NOUN,O
4005,when,SCONJ,O
4005,did,AUX,O
4005,income,NOUN,O
4005,inequality,NOUN,O
4005,begin,VERB,O
4005,to,PART,O
4005,raise,VERB,BR
4005,no,DET,IR
4005,sorry,ADJ,IR
4005,when,SCONJ,IR
4005,did,AUX,IR
4005,it,PRON,IR
4005,start,VERB,IR
4005,to,PART,IR
4005,decrease,VERB,O
4005,in,ADP,O
4005,the,DET,O
4005,us,PROPN,O
4006,how,SCONJ,O
4006,many,ADJ,O
4006,academic,ADJ,BR
4006,majors,NOUN,IR
4006,does,AUX,IR
4006,the,DET,IR
4006,university,NOUN,IR
4006,grant,NOUN,IR
4006,in,ADP,IR
4006,total,NOUN,IR
4006,no,INTJ,IR
4006,wait,NOUN,IR
4006,i,PRON,IR
4006,want,VERB,IR
4006,to,PART,IR
4006,know,VERB,IR
4006,how,SCONJ,IR
4006,many,ADJ,IR
4006,divisions,NOUN,O
4006,make,VERB,O
4006,up,ADP,O
4006,the,DET,O
4006,academics,NOUN,O
4006,of,ADP,O
4006,the,DET,O
4006,university,NOUN,O
4007,where,SCONJ,BR
4007,else,ADV,IR
4007,do,AUX,IR
4007,petrologists,NOUN,O
4007,find,VERB,BR
4007,or,CCONJ,IR
4007,better,ADJ,IR
4007,yet,ADV,IR
4007,identify,VERB,O
4007,rock,NOUN,O
4007,samples,NOUN,O
4007,besides,SCONJ,BR
4007,in,ADP,O
4007,the,DET,O
4007,field,NOUN,O
4008,what,PRON,O
4008,was,AUX,O
4008,the,DET,O
4008,name,NOUN,O
4008,of,ADP,O
4008,the,DET,O
4008,first,ADJ,O
4008,selfsustained,VERB,O
4008,manmade,ADJ,O
4008,nuclear,ADJ,O
4008,experiment,NOUN,BR
4008,umm,INTJ,IR
4008,rather,ADV,IR
4008,reaction,NOUN,O
4009,which,DET,O
4009,sessions,NOUN,O
4009,had,VERB,O
4009,a,DET,O
4009,delegation,NOUN,BR
4009,no,DET,IR
4009,um,INTJ,IR
4009,majority,NOUN,O
4009,attendance,NOUN,O
4009,from,ADP,O
4009,nongovernmental,ADJ,O
4009,organizations,NOUN,O
4010,what,PRON,O
4010,wasnt,AUX,O
4010,quebecs,PART,BR
4010,no,NOUN,IR
4010,sorry,DET,IR
4010,um,ADJ,IR
4010,loudouns,INTJ,O
4010,plans,NOUN,O
4010,for,NOUN,O
4010,1757,ADP,O
4011,what,PRON,O
4011,was,AUX,O
4011,the,DET,O
4011,effect,NOUN,BR
4011,or,CCONJ,IR
4011,um,INTJ,IR
4011,the,DET,IR
4011,outcome,NOUN,IR
4011,of,ADP,IR
4011,the,DET,IR
4011,disobedience,NOUN,IR
4011,protesting,VERB,IR
4011,of,ADP,IR
4011,the,DET,IR
4011,nuclear,ADJ,IR
4011,site,NOUN,IR
4012,how,SCONJ,BR
4012,do,AUX,IR
4012,oh,INTJ,IR
4012,no,INTJ,IR
4012,actually,ADV,IR
4012,what,PRON,O
4012,would,AUX,O
4012,income,NOUN,O
4012,differentials,NOUN,O
4012,be,AUX,O
4012,if,SCONJ,O
4012,individual,ADJ,O
4012,contributions,NOUN,O
4012,werent,AUX,O
4012,relevant,PART,O
4012,to,ADJ,O
4012,the,ADP,O
4012,social,DET,O
4012,product,ADJ,O
4013,what,PRON,O
4013,is,AUX,O
4013,an,DET,O
4013,autoimmune,ADJ,O
4013,disease,NOUN,O
4013,that,PRON,O
4013,affects,VERB,O
4013,the,DET,BR
4013,sensitivity,NOUN,IR
4013,of,ADP,IR
4013,the,DET,IR
4013,immune,ADJ,IR
4013,system,NOUN,IR
4013,actually,ADV,IR
4013,women,NOUN,O
4013,preferentially,ADV,O
4014,where,SCONJ,O
4014,did,AUX,O
4014,the,DET,O
4014,mongol,ADJ,BR
4014,traders,NOUN,IR
4014,bring,VERB,IR
4014,the,DET,IR
4014,plague,NOUN,IR
4014,no,DET,IR
4014,wait,NOUN,IR
4014,genoese,PROPN,O
4014,traders,NOUN,O
4014,not,PART,BR
4014,mongols,NOUN,IR
4015,which,DET,BR
4015,one,PRON,IR
4015,was,AUX,IR
4015,the,PRON,IR
4015,or,CCONJ,IR
4015,actually,ADV,IR
4015,i,PRON,IR
4015,mean,VERB,IR
4015,what,PRON,O
4015,was,AUX,O
4015,a,DET,O
4015,long,ADJ,O
